formula,smiles_format,mol_wt,pubchem_status,pubchem_cid,iupac_name,structure,RotationalconstantA,RotationalconstantB,RotationalconstantC,Dipolemoment,HOMO,LUMO,EnergyGap,Zeropointenergy,Finalsinglepointenergy,Totalthermalenergy,TotalEnthalpy,Totalentropy,Gibbsfreeenergy
C8H3,[C]C#CC1=[C]C=CC1,99.1114,1,15368366.0,"1-prop-1-ynylcyclopenta-1,3-diene",HD2080_agg.xyz,0.309086,0.038496,0.034232,3.90236,-6.9169708113997,-4.129599795188001,2.787371016211699,0.07087552,-305.936974735807,-305.85926417,-305.85831996,0.03947786,-305.89779782
C5H5,C[C]1[C]2[C]1C2,65.094,1,13452188.0,(1S)-2-methylbicyclo[1.1.0]butane,HD2081_agg.xyz,0.690978,0.134316,0.119501,1.24839,-5.09965846083545,-0.4666208308374,4.63303762999805,0.07746169,-193.083934152727,-193.00134188,-193.00039767,0.03434584,-193.03474351
C7H7,C1=C[C@@H]2[C]3[C@H]1C[C@H]23,91.1316,0,,"(2S,5S,7R)-tricyclo[3.2.0.02,7]hept-3-ene",HD2082_agg.xyz,0.163105,0.130173,0.096022,1.29188,-5.171931899528251,0.01178252972665,5.183714429254901,0.11500999,-270.432478604176,-270.31257454,-270.31163033,0.0346205,-270.34625083
C6H7,C#C[CH]C1CC1,79.1206,1,54444558.0,prop-2-ynylcyclopropane,HD2083_agg.xyz,0.490807,0.057383,0.056317,0.90824,-5.0233849485403,0.9133773505883,5.9367622991286,0.1045592,-232.401577769162,-232.29044658,-232.28950237,0.03785289,-232.32735526
C9H7,[c]1ccc2c(c1)C=CC2,115.15359999999998,1,7219.0,"1,5-dihydroinden-5-ide",HD2084_agg.xyz,0.126562,0.05442,0.038329,1.59687,-6.0602475644855,-0.8466550344457,5.2135925300398,0.12719461,-346.634434250254,-346.50087865,-346.49993444,0.03838543,-346.53831987
C8H4,[C]1=[C]C=C2C(=C2)C=C1,100.1192,1,85633007.0,"bicyclo[5.1.0]octa-1(8),2,4,6-tetraene",HD2085_agg.xyz,0.122897,0.095188,0.053641,2.22219,-4.8686065903759,-2.3295938855155502,2.5390127048603497,0.08349424,-306.624533373665,-306.53489543,-306.53395123,0.03683764,-306.57078886
C7H1,[C]c1[c][c]c[c][c]1,85.0848,1,1140.0,"1-methylcyclohexa-1,3,5-triene",HD2086_agg.xyz,0.275817,0.099911,0.073344,2.59828,-6.0377709604342,-4.06851023575075,1.9692607246834493,0.0391421,-266.5456539347,-266.50049314,-266.49954893,0.03703975,-266.53658867
C10H3,[CH2][C]C#CC#CC#CC#C,123.13339999999998,1,59908110.0,"deca-1,3,5,7-tetrayne",HD2087_agg.xyz,9.532331,0.009462,0.009453,0.56235,-5.541272028811901,-2.9576326524695498,2.583639376342351,0.07602245,-382.079349658163,-381.99270393,-381.99175972,0.046319,-382.03807872
C8H3,[C]1C=C1[C]1[C]2[C]1C=C2,99.1114,0,,5-(cyclopropen-1-yl)bicyclo[2.1.0]pent-2-ene,HD2088_agg.xyz,0.330535,0.043646,0.038555,4.48566,-6.0913229662126,-2.55860490209635,3.5327180641162497,0.06835847,-305.878838685163,-305.80345269,-305.80250848,0.03965055,-305.84215903
C5H8,C[C@@H]1CC=C1,68.11739999999999,1,57549773.0,(3R)-3-methylcyclobutene,HD2089_agg.xyz,0.338635,0.154037,0.122854,0.17888,-6.74284515846475,0.4320623718239,7.17490753028865,0.11406881,-195.027193470732,-194.90798045,-194.90703624,0.03375748,-194.94079372
C10H9,C=C1CC=C2C(=C1)CC=C2,129.1802,0,,"6-methylidene-1,5-dihydroindene",HD2090_agg.xyz,0.108776,0.035477,0.026883,0.93589,-4.4710482547954005,-1.6009002052616002,2.8701480495338005,0.153588,-385.914643901792,-385.7531127,-385.75216849,0.04178081,-385.7939493
C6H7,[CH2]C1=C[C@@H]2[C@H]1C2,79.1206,0,,"(1R,4R)-2-methylbicyclo[2.1.0]pent-2-ene",HD2091_agg.xyz,0.276805,0.113166,0.092847,0.72491,-4.9514380464681,0.8380562367699,5.789494283238,0.10604191,-232.405145576892,-232.2937411,-232.29279689,0.03517634,-232.32797323
C7H3,[CH]=CC1=C([C]1)C#C,87.1004,0,,1-ethenyl-2-ethynylcyclopropene,HD2092_agg.xyz,0.194765,0.059705,0.045697,4.10601,-6.0876222178458,-2.5206450199516004,3.5669771978942,0.0621147,-267.880402498582,-267.81132906,-267.81038485,0.03940667,-267.84979152
C8H5,C#CC1=C[C@@H]2[C]1C=C2,101.127,0,,"(4R)-2-ethynylbicyclo[2.2.0]hexa-2,5-diene",HD2093_agg.xyz,0.19982,0.050655,0.043388,0.9692,-5.698145663625151,-1.06274064312775,4.635405020497401,0.09367613,-307.20082302774,-307.10057799,-307.09963378,0.0386483,-307.13828208
C9H6,C=CC=C=CC#CC#C,114.1458,0,,"nona-1,3,4-trien-6,8-diyne",HD2094_agg.xyz,0.183766,0.016348,0.015348,1.17549,-6.402294674564,-1.50062625135235,4.90166842321165,0.10898521,-345.914316634365,-345.79590726,-345.79496305,0.04473164,-345.83969469
C8H4,C1=C[C@]23[C@](C=C1)([C]2)[C]3,100.1192,0,,"(1R,6S)-tricyclo[4.1.1.01,6]octa-2,4-diene",HD2095_agg.xyz,0.130097,0.101478,0.070102,3.62384,-6.76194755076985,-2.39588081949735,4.3660667312725,0.0839161,-306.560516609868,-306.47088333,-306.46993912,0.03592148,-306.5058606
C8H7,C=C[C]1[C]C1=C=CC,103.1426,0,,1-ethenyl-2-prop-1-enylidenecyclopropane,HD2096_agg.xyz,0.120814,0.039074,0.030676,4.05914,-5.5518844689814,-1.5832672277492,3.9686172412322,0.11279097,-308.42136392551,-308.2996304,-308.29868619,0.04398234,-308.34266853
C9H7,C/C=C/C1=C([C]1)C#C[CH2],115.15359999999998,0,,1-[(E)-prop-1-enyl]-2-prop-1-ynylcyclopropene,HD2097_agg.xyz,0.092882,0.025651,0.020212,5.02069,-5.59267433517135,-1.89617094443915,3.6965033907322,0.11798761,-346.467799591913,-346.3398806,-346.33893639,0.0463332,-346.38526959
C10H9,[CH2]C1=CC2=C1[C@H]1C[C@H]1C2=C,129.1802,0,,"(2S,4R)-8-methyl-5-methylidenetricyclo[4.2.0.02,4]octa-1(8),6-diene",HD2098_agg.xyz,0.084409,0.040008,0.028904,1.12666,-4.78378870317505,-1.38318191347655,3.4006067896985,0.15158949,-385.795650219615,-385.63565486,-385.63471066,0.0427475,-385.67745816
C8H9,C1CCC=C[C]1C#C,105.1582,1,11378454.0,(3S)-3-ethynylcyclohexene,HD2099_agg.xyz,0.159836,0.047491,0.037959,0.99883,-4.8623751831994495,0.4250962572511,5.28747144045055,0.141521,-309.762566790261,-309.6135542,-309.61260999,0.04047423,-309.65308422
C5H3,[CH]=CC1=C[C]1,63.0784,1,10964395.0,1-ethenylcyclopropene,HD2100_agg.xyz,0.770685,0.124682,0.107321,4.20957,-5.9762732302212,-2.08436488344495,3.8919083467762494,0.05218094,-191.822788423292,-191.76545776,-191.76451355,0.03442275,-191.7989363
C8H3,C#C[CH]C1=C([C]1)C#C,99.1114,0,,1-ethynyl-2-prop-2-ynylcyclopropene,HD2101_agg.xyz,0.114656,0.047285,0.033491,4.54865,-6.1272419944786005,-1.8066454876246496,4.320596506853951,0.06690111,-305.940843909841,-305.86586569,-305.86492148,0.04218697,-305.90710845
C9H2,C#CC#C[C]C#CC#C,110.1146,0,,"nona-1,3,6,8-tetrayne",HD2102_agg.xyz,6982.955326,0.013233,0.013233,0.01982,-5.1580268817677,-4.1768931824049,0.9811336993628004,0.05902739,-343.389708010489,-343.32103179,-343.32008758,0.0401774,-343.36026498
C10H3,C=C1C2=C1[C][C][C][C]=C=C2,123.13339999999998,0,,"8-methylidenebicyclo[5.1.0]octa-1(7),2,3-triene",HD2103_agg.xyz,0.102756,0.041121,0.029484,2.38402,-5.4502771572047,-2.61400728205815,2.8362698751465496,0.07882764,-381.971772342816,-381.88438056,-381.88343635,0.04288479,-381.92632114
C8H6,C#C/C=C\C(=C)C#C,102.1348,0,,"(Z)-5-methylidenehept-3-en-1,6-diyne",HD2104_agg.xyz,0.20019,0.036433,0.03128,0.24454,-6.259707016902,-1.9105385557455496,4.3491684611564505,0.10421205,-307.882049478779,-307.76957665,-307.76863244,0.04170037,-307.81033281
C8H8,C1C=C[C@H]1/C=C/C#C,104.1504,0,,(3S)-3-[(E)-but-1-en-3-ynyl]cyclobutene,HD2105_agg.xyz,0.279167,0.02839,0.027737,1.04093,-6.3373683098347,-0.8186817306143,5.518686579220399,0.12879693,-309.113307834608,-308.97659617,-308.97565196,0.04105534,-309.0167073
C5H7,[CH2][C@@H]1CC=C1,67.1096,1,57549773.0,(3S)-3-methylcyclobutene,HD2106_agg.xyz,0.350748,0.160734,0.128202,0.26594,-5.4201813653394,0.35404733088555,5.77422869622495,0.09934786,-194.360125756121,-194.25527057,-194.25432636,0.03510198,-194.28942834
C8H4,C#CC(=C1C=C1)C#C,100.1192,1,101204621.0,"3-penta-1,4-diyn-3-ylidenecyclopropene",HD2107_agg.xyz,0.084468,0.065151,0.036781,4.00412,-5.3696226119165,-1.30007834353385,4.06954426838265,0.08020953,-306.605080635387,-306.51702864,-306.51608443,0.04077932,-306.55686375
C5H7,C=CC1[CH]C1,67.1096,1,136498.0,ethenylcyclopropane,HD2108_agg.xyz,0.547951,0.103213,0.099808,0.51261,-5.7861200714918,0.33815588201635,6.12427595350815,0.09958687,-194.352987774625,-194.24792834,-194.24698413,0.03513005,-194.28211418
C6H8,C=CC=C1CC1,80.1284,1,12720825.0,prop-2-enylidenecyclopropane,HD2109_agg.xyz,0.469663,0.058248,0.05293,0.59489,-6.09080594989665,-0.77615033578115,5.3146556141155,0.1181118,-233.058452453124,-232.93393915,-232.93299494,0.03706918,-232.97006412
C7H3,[CH]1[C]C1=C=C1C=C1,87.1004,0,,3-(cyclopropylidenemethyl)cyclopropene,HD2110_agg.xyz,0.577445,0.041989,0.04028,5.82875,-4.9850168956198,-1.3728143757725,3.6122025198473,0.06094124,-267.872020532405,-267.80423877,-267.80329456,0.03888409,-267.84217865
C6H6,C[C][CH]C#C[CH2],78.11280000000001,1,33629.0,hex-2-yne,HD2111_agg.xyz,0.72178,0.045989,0.044556,1.94697,-5.15282950722315,-3.08378463356135,2.0690448736618,0.08996902,-231.725556540916,-231.62829073,-231.62734653,0.03876506,-231.66611159
C8H7,C#C[C@H]1C=CC=C1C,103.1426,0,,"(5R)-5-ethynyl-1-methylcyclopenta-1,3-diene",HD2112_agg.xyz,0.113716,0.064056,0.04129,0.54753,-5.8426109068556,-0.0007619187814,5.8418489880742,0.11583254,-308.541455586374,-308.41784983,-308.41690562,0.0410802,-308.45798583
C8H5,C#C[C@H]1[C]=C[CH][C]=C1,101.127,1,90832092.0,"(6R)-6-ethynylcyclohexa-1,4-diene",HD2113_agg.xyz,0.147828,0.055968,0.047988,0.52177,-5.61613054908445,-2.2965592640648502,3.3195712850196,0.09151839,-307.172813068845,-307.07406799,-307.07312378,0.03991778,-307.11304156
C7H4,[CH]C=C(C#C)C#C,88.1082,1,101023318.0,3-ethynylpent-3-en-1-yne,HD2114_agg.xyz,0.118421,0.080456,0.048025,2.44851,-5.51310824528515,-3.5781882885348,1.9349199567503503,0.07235408,-268.503419067689,-268.4237152,-268.422771,0.03934245,-268.46211345
C7H6,[CH2]C1=C[CH][C@H]1C#C,90.1238,0,,(4S)-4-ethynyl-1-methylcyclobutene,HD2115_agg.xyz,0.152735,0.077995,0.056092,0.70491,-6.436717076652251,-0.8814039731545501,5.5553131034977,0.10031154,-269.848188331241,-269.7412954,-269.74035119,0.03777689,-269.77812807
C10H4,[CH]1[C]=[C]C2=CCC=C2[C]=[C]1,124.14119999999998,1,139780145.0,"6,7-dihydro-2H-azulen-4-ide",HD2116_agg.xyz,0.128479,0.040766,0.030947,0.02946,-5.97771543362885,-2.5498700474953,3.42784538613355,0.09679878,-382.757362966259,-382.65365277,-382.65270856,0.03900652,-382.69171508
C6H9,CC1=C(CC1)[CH2],81.1362,1,137043.0,1-methanidyl-2-methylcyclobutene,HD2117_agg.xyz,0.155042,0.128417,0.073168,0.63279,-4.8204424388374,1.42587657662,6.2463190154574,0.12799727,-233.662213750753,-233.52747895,-233.52653474,0.03831382,-233.56484856
C9H1,C#CC#CC#C[C]1[C][C]1,109.1068,1,54002904.0,"(1S)-1-hexa-1,3,5-triynylcyclopropane",HD2118_agg.xyz,1.527623,0.01541,0.015256,5.5981,-6.59895135432035,-3.5400923494648,3.05885900485555,0.04938347,-342.717801603595,-342.65977888,-342.65883468,0.04291796,-342.70175264
C6H3,C=C=C1[C]2[C]1[CH]2,75.0894,1,86017345.0,(1S)-2-ethenylidenebicyclo[1.1.0]butane,HD2119_agg.xyz,0.742255,0.074971,0.069953,1.03261,-5.5393944432434505,-1.57083162478135,3.9685628184621,0.05826811,-229.861890963892,-229.79819518,-229.79725097,0.03539294,-229.8326439
C7H4,C[C]1C=C1[C]C#[C],88.1082,0,,3-methyl-1-prop-2-ynylcyclopropene,HD2120_agg.xyz,0.30525,0.04305,0.037998,8.92346,-5.6068514667824,-2.9238905350075504,2.6829609317748497,0.07477198,-268.514308414644,-268.43208952,-268.43114531,0.03977757,-268.47092288
C6H7,C/C=C/[CH]C#C,79.1206,1,5463113.0,(E)-hex-4-en-1-yne,HD2121_agg.xyz,0.766495,0.044879,0.042734,1.09416,-5.0652360587472005,0.3955446930868,5.460780751834,0.1037003,-232.429785857303,-232.31894591,-232.3180017,0.0390691,-232.35707079
C9H1,[C]C1=C([C]1)C#CC1=C[C]1,109.1068,0,,1-[2-(cyclopropen-1-yl)ethynyl]-2-methylcyclopropene,HD2122_agg.xyz,0.257896,0.022208,0.021187,4.15679,-6.9547946366192,-3.8356079911078,3.1191866455114,0.04818473,-342.607839034118,-342.55115187,-342.55020766,0.0434303,-342.59363796
C7H6,CCC#CC1=C[C]1,90.1238,1,91220242.0,1-but-1-ynylcyclopropene,HD2123_agg.xyz,0.4536,0.03414,0.032133,4.59417,-5.97934811673185,-1.7363312686554502,4.243016848076399,0.0990372,-269.792717313145,-269.68591904,-269.68497483,0.04068764,-269.72566247
C9H6,C#CC#C[C@@H]1C[C@@]21C=C2,114.1458,0,,"(3S,5S)-5-buta-1,3-diynylspiro[2.2]pent-1-ene",HD2124_agg.xyz,0.153902,0.02485,0.022701,2.41962,-6.0188862592095,-0.4342937053979999,5.5845925538115,0.10887558,-345.854070529714,-345.7365769,-345.73563269,0.04257951,-345.7782122
C10H7,C#CC1=C2CC=CC2=CC1,127.16459999999998,0,,"6-ethynyl-1,5-dihydropentalene",HD2125_agg.xyz,0.089977,0.03793,0.026815,0.75722,-4.8665929478822,-1.57894061752625,3.28765233035595,0.12936796,-384.648393686696,-384.51108957,-384.51014536,0.04194059,-384.55208595
C7H7,CC1=C[C@H]2[C]3[C@@H]1[C@@H]23,91.1316,0,,"(2R,5R,6S)-3-methyltricyclo[3.1.0.02,6]hex-3-ene",HD2126_agg.xyz,0.220714,0.08821,0.071629,2.00969,-5.00556149133255,-0.0321638571291,4.97339763420345,0.11242829,-270.418336471554,-270.29996855,-270.29902435,0.03684331,-270.33586765
C9H7,C=C[C@H]1[CH]C1=C=CC#C,115.15359999999998,0,,"(2S)-1-buta-1,2-dien-3-ynylidene-2-ethenylcyclopropane",HD2127_agg.xyz,0.135422,0.02199,0.020466,0.90902,-5.7543915965235,-1.1558852141539,4.5985063823696,0.11751602,-346.462373635083,-346.33507043,-346.33412622,0.04577945,-346.37990567
C9H7,C#C[C][CH]C=C=C1CC1,115.15359999999998,0,,pent-1-en-4-ynylidenecyclopropane,HD2128_agg.xyz,0.440644,0.015378,0.015339,1.75047,-5.38820798790565,-1.61801616645805,3.7701918214476,0.11801475,-346.472185909766,-346.34433539,-346.34339118,0.04576208,-346.38915326
C7H8,C[C@]12C=C[C@@H]3[C@H]1[C@H]23,92.1394,0,,"(1R,2R,5S,6R)-2-methyltricyclo[3.1.0.02,6]hex-3-ene",HD2129_agg.xyz,0.174134,0.104604,0.076395,0.87847,-5.819889400338851,0.3148357250285,6.134725125367351,0.12492333,-271.086606124023,-270.95584272,-270.95489851,0.03584221,-270.99074072
C6H4,C[C]1[C]2[C@@]31[C]2[CH]3,76.0972,0,,"(1R,4S)-2-methyltricyclo[2.1.0.01,3]pentane",HD2130_agg.xyz,0.467787,0.10386,0.087443,2.03611,-5.89455744091605,-2.1417536945154,3.7528037464006494,0.06992352,-230.452997622581,-230.37727432,-230.37633011,0.03543376,-230.41176387
C6H3,C1[C]C1=C1[C][CH]1,75.0894,1,141363.0,cyclopropylidenecyclopropane,HD2131_agg.xyz,0.516128,0.081424,0.071367,1.70591,-6.24482238927965,-2.4625759242549,3.782246465024752,0.05759317,-229.818654121656,-229.7551505,-229.75420629,0.03668108,-229.79088737
C8H4,CC#C[C]C#CC#C,100.1192,1,59330719.0,"octa-1,3,6-triyne",HD2132_agg.xyz,5.25372,0.017538,0.017537,2.12934,-4.7684686933919,-3.6941360002328496,1.0743326931590502,0.0764685,-306.590585605644,-306.50445249,-306.50350828,0.04372917,-306.54723745
C3H3,[CH]C=[CH],39.0564,1,8252.0,prop-1-ene,HD2133_agg.xyz,3.716873,0.348316,0.318471,1.57004,-5.64317866582415,-3.5572355220463003,2.08594314377785,0.03802544,-115.72647655593,-115.68418517,-115.68324096,0.03037071,-115.71361167
C10H3,C#Cc1[c][c]c(c[c]1)C#C,123.13339999999998,1,120463.0,"1,4-diethynylcyclohexa-1,3,5-triene",HD2134_agg.xyz,0.255582,0.022513,0.02069,1.07268,-6.72428699386065,-2.25187816981275,4.4724088240479,0.08060034,-382.034428520187,-381.9453826,-381.94443839,0.04287144,-381.98730983
C7H2,[CH2]C#C[C]1[C]2[C]1[C]2,86.0926,0,,(2R)-2-prop-1-ynylbicyclo[1.1.0]butane,HD2135_agg.xyz,1.098059,0.041236,0.039743,5.32844,-7.0108500898222,-3.0696891361054504,3.9411609537167496,0.0511987,-267.256466243913,-267.1988611,-267.19791689,0.0371336,-267.23505049
C10H4,C#Cc1c[c][c]cc1C#C,124.14119999999998,1,140862.0,"1,2-diethynylcyclohexa-1,3,5-triene",HD2136_agg.xyz,0.066749,0.048383,0.02805,1.03374,-6.594706378252551,-2.51082170994855,4.083884668304,0.09360046,-382.716209662033,-382.61411604,-382.61317183,0.04238542,-382.65555725
C7H8,C#C[C@@H]1[C@H]2[C@@H]1CC2,92.1394,0,,"(1S,4R,5S)-5-ethynylbicyclo[2.1.0]pentane",HD2137_agg.xyz,0.16959,0.076405,0.069665,0.9717,-6.7398246947242,1.0210255898461,7.760850284570299,0.12531594,-271.068880182765,-270.93730328,-270.93635907,0.03700567,-270.97336474
C4H7,C[CH]C=C,55.0986,1,7844.0,but-1-ene,HD2138_agg.xyz,1.26107,0.132406,0.122562,0.5287,-4.991112245871,1.24745152484715,6.23856377071815,0.09374127,-156.367584126007,-156.26854748,-156.26760327,0.03403805,-156.30164132
C8H4,[C]1[C]C2=CC=C[C@H]2[CH]1,100.1192,1,146911246.0,"(5R)-bicyclo[3.2.0]hepta-1,3-diene",HD2139_agg.xyz,0.177584,0.079073,0.055352,2.63192,-5.79289570636925,-3.0619883141363,2.73090739223295,0.08440932,-306.604402236331,-306.51405177,-306.51310756,0.03660179,-306.54970935
C5H6,C1CC21C=C2,66.1018,1,12614111.0,spiro[2.2]pent-1-ene,HD2140_agg.xyz,0.424888,0.143679,0.141083,0.77445,-6.1189697334234,0.0600283154203,6.1789980488437,0.08913151,-193.739828889912,-193.6459026,-193.64495839,0.03283986,-193.67779824
C8H4,C#CC=C(C#C)C#C,100.1192,1,91537858.0,"3-ethynylhex-3-en-1,5-diyne",HD2141_agg.xyz,0.114043,0.048152,0.033857,0.18443,-6.32683750382035,-2.1696181528066,4.15721935101375,0.08022559,-306.63221877767,-306.54387638,-306.54293217,0.04133918,-306.58427135
C9H2,C#Cc1[c][c]cc2c1[C]2,110.1146,1,11804718.0,"2-ethynylbicyclo[4.1.0]hepta-1(6),2,4-triene",HD2142_agg.xyz,0.140178,0.047563,0.035515,2.96905,-6.102343577157851,-3.260468156691,2.8418754204668506,0.06450335,-343.345205056447,-343.27344646,-343.27250225,0.03982542,-343.31232767
C8H1,[CH]1[C]=[C]C2=C([C]=[C]1)[C]2,97.0958,0,,"bicyclo[5.1.0]octa-1(7),2,5-triene",HD2143_agg.xyz,0.191301,0.08257,0.057676,3.07013,-6.4180228551229,-3.00155182794025,3.41647102718265,0.04653286,-304.665464413917,-304.61291635,-304.61197214,0.03722023,-304.64919237
C6H8,C[C@@H]1C[C@H]1C#C,80.1284,1,11194290.0,"(1R,2R)-1-ethynyl-2-methylcyclopropane",HD2144_agg.xyz,0.313071,0.069582,0.062863,1.0609,-6.6447481153595,1.109136054638,7.7538841699975,0.1182363,-233.045609957682,-232.92084927,-232.91990506,0.03715879,-232.95706385
C9H4,[CH]1[C][C][C]2[C@@H]3[C@H]([C][C]1)[C@H]23,112.1302,1,123974880.0,"(1S,2S,7S,8S)-tetracyclo[5.2.0.02,9.08,10]nonane",HD2145_agg.xyz,0.130931,0.063174,0.046789,2.73276,-5.33215253470265,-2.94859847263295,2.3835540620697,0.08772958,-344.553379402522,-344.45877835,-344.45783414,0.03838756,-344.49622171
C5H9,C[CH]/C=C/C,69.12519999999999,1,5326161.0,(E)-pent-2-ene,HD2146_agg.xyz,0.839321,0.066909,0.063434,0.03944,-4.6284661173096495,1.40217546024145,6.0306415775511,0.1216634,-195.633877411647,-195.50537124,-195.50442703,0.0381102,-195.54253722
C6H3,[CH]1[C][C@@]23[C@@H]1[C]2[CH]3,75.0894,0,,"(1S,3S,4S)-tricyclo[2.2.0.01,3]hexane",HD2147_agg.xyz,0.351529,0.15549,0.124449,0.99451,-5.9177687523637,-2.07777972826285,3.83998902410085,0.05897297,-229.80552441897,-229.74184893,-229.74090472,0.03365861,-229.77456333
C9H7,C[C@@H]1[C]2[C@H]1[C@H]2C#CC#C,115.15359999999998,0,,"(2S,3R,4S)-2-buta-1,3-diynyl-4-methylbicyclo[1.1.0]butane",HD2148_agg.xyz,0.360734,0.01868,0.01839,1.7263,-6.4287441408326,-0.7496464467424501,5.679097694090149,0.12038249,-346.427617459108,-346.29819676,-346.29725255,0.04394569,-346.34119824
C7H7,[CH]=CC/C=C/C#C,91.1316,0,,"(4E)-hepta-1,4-dien-6-yne",HD2149_agg.xyz,0.341968,0.03355,0.032812,0.79602,-6.19061731026005,-0.8904653643762,5.30015194588385,0.10869579,-270.40451811383,-270.28782827,-270.28688406,0.04158425,-270.32846831
C6H8,C=C1C[C@H]2[C@@H]1C2,80.1284,0,,"(1S,4S)-2-methylidenebicyclo[2.1.0]pentane",HD2150_agg.xyz,0.256416,0.112334,0.090995,0.79635,-6.32928652847485,0.45837578116725,6.7876623096421005,0.11998379,-233.056021515843,-232.93070982,-232.92976561,0.03463636,-232.96440198
C4H4,C=CC=[C],52.0752,1,7845.0,"buta-1,3-diene",HD2151_agg.xyz,1.793384,0.157901,0.145123,2.69878,-6.99182933167225,-2.40769056060905,4.5841387710632,0.05826298,-154.455280767121,-154.39206099,-154.39111678,0.03259022,-154.423707
C7H6,C=CC=C=CC#C,90.1238,0,,"hepta-1,3,4-trien-6-yne",HD2152_agg.xyz,0.371227,0.033079,0.031693,0.62837,-6.5805292466415,-0.97658939805945,5.6039398485820495,0.09881645,-269.851346805262,-269.74501058,-269.74406637,0.03990198,-269.78396835
C6H5,C1=C[C@H]2[C]3[C@@H]1[C@@H]23,77.105,1,136470.0,"(2S,5R,6S)-tricyclo[3.1.0.02,6]hex-3-ene",HD2153_agg.xyz,0.251099,0.188912,0.132221,1.7524,-5.183061356013701,-0.2517053117125,4.931356044301201,0.08487243,-231.14994651887,-231.06076744,-231.05982323,0.03298624,-231.09280948
C8H10,C#CC=C1CCCC1,106.166,1,123829126.0,prop-2-ynylidenecyclopentane,HD2154_agg.xyz,0.177078,0.03995,0.033789,1.3386,-6.07257432191315,-0.6465969315580999,5.42597739035505,0.15374849,-310.383929895336,-310.2223397,-310.22139549,0.04074801,-310.26214351
C9H7,C#C[C]1CC1=C=C1CC1,115.15359999999998,0,,(2S)-1-(cyclopropylidenemethylidene)-2-ethynylcyclopropane,HD2155_agg.xyz,0.139947,0.022624,0.020529,1.25874,-5.0452629021205,-0.224766040513,4.8204968616075,0.11887612,-346.456847987407,-346.32873163,-346.32778742,0.0447435,-346.37253092
C9H9,CC#C[C@H]1C=CC=C1C,117.1692,0,,"(5S)-1-methyl-5-prop-1-ynylcyclopenta-1,3-diene",HD2156_agg.xyz,0.11053,0.032763,0.025514,1.85327,-5.5398570367893,0.25946055645175,5.79931759324105,0.14405055,-347.814809974266,-347.66108745,-347.66014324,0.0459649,-347.70610814
C5H3,CC#CC#[C],63.0784,1,138385.0,"penta-1,3-diyne",HD2157_agg.xyz,5.141571,0.070767,0.07076,6.21764,-7.0656538193129,-1.48783690037885,5.57781691893405,0.05186723,-191.851053623994,-191.79307547,-191.79213126,0.03598178,-191.82811304
C8H7,C#CC1=CC=C[C@@H]1[CH2],103.1426,0,,"(5S)-1-ethynyl-5-methylcyclopenta-1,3-diene",HD2158_agg.xyz,0.125831,0.059819,0.042811,0.52241,-5.53944886601355,-1.36364413901065,4.1758047270029,0.11526512,-308.496927318373,-308.3737803,-308.37283609,0.04134463,-308.41418072
C10H3,C=C1[C]2[C]=[C][C]3[C]1[C]3[C]=C2,123.13339999999998,1,12429725.0,"6-methylidenetetracyclo[3.3.1.01,3.02,7]nona-2,4,7-triene",HD2159_agg.xyz,0.080569,0.064154,0.057489,1.92273,-6.507847637172951,-3.15420769807075,3.3536399391022007,0.08134676,-381.90169638829,-381.81333702,-381.81239281,0.03953017,-381.85192298
C8H3,C#CC=C=C1[C]2[C@H]1[C]2,99.1114,0,,"(1R,3R)-2-buta-1,2-dien-3-ynylidenebicyclo[1.1.0]butane",HD2160_agg.xyz,0.382185,0.02944,0.029082,3.18645,-6.6208020965155,-2.1392230357057502,4.48157906080975,0.06728172,-305.878486952233,-305.80370611,-305.8027619,0.04068359,-305.84344549
C9H7,C#CC#C[C][CH]C1CC1,115.15359999999998,0,,"hexa-3,5-diynylcyclopropane",HD2161_agg.xyz,0.418558,0.015036,0.015032,1.69924,-5.31968972034975,-1.869966380636,3.44972333971375,0.11947607,-346.495369415287,-346.36641148,-346.36546727,0.04504575,-346.41051302
C6H7,C1CC1[C]1C=C1,79.1206,1,102505054.0,3-cyclopropylcyclopropene,HD2162_agg.xyz,0.323606,0.083325,0.082119,1.14389,-4.0357205167655,-0.33265918223625,3.70306133452925,0.10521272,-232.351991361595,-232.24067124,-232.23972703,0.03698071,-232.27670774
C6H1,[C]1[C@@H]2[C]3[C@]41[C@]23[C]4,73.0738,0,,"(1S,3R,4R)-tetracyclo[2.1.0.01,3.02,5]pentane",HD2163_agg.xyz,0.315571,0.234827,0.184117,2.1886,-7.2875082416255506,-3.3175032197558,3.9700050218697513,0.03296155,-228.445912710805,-228.4077569,-228.40681269,0.03433358,-228.44114627
C5H6,C[C]1[C]2[C@H]1C2,66.1018,0,,"(1R,3R)-2-methylbicyclo[1.1.0]butane",HD2164_agg.xyz,0.56626,0.134851,0.118763,1.99536,-5.65112439025875,-0.5428671317475,5.10825725851125,0.0895013,-193.730615161826,-193.63594659,-193.63500238,0.0337713,-193.66877369
C4H5,[CH2]CC#C,53.083,1,7846.0,but-1-yne,HD2165_agg.xyz,1.058629,0.155365,0.138991,0.63946,-5.77167082603025,1.1135987217862,6.88526954781645,0.06871977,-155.086260453546,-155.01198837,-155.01104416,0.0345111,-155.04555525
